Java HotSpot(TM) 64-Bit Server VM (25.161-b12) for windows-amd64 JRE (1.8.0_161-b12), built on Dec 19 2017 17:52:25 by "java_re" with MS VC++ 10.0 (VS2010)
Memory: 4k page, physical 33469572k(19482664k free), swap 33469572k(15755360k free)
CommandLine flags: -XX:InitialHeapSize=536870912 -XX:MaxHeapSize=536870912 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:-UseLargePagesIndividualAllocation -XX:+UseParallelGC -XX:+UseParallelOldGC 
2018-03-03T23:58:59.715+0300: 143.218: [GC (Allocation Failure) [PSYoungGen: 172384K->1824K(172544K)] 408045K->239221K(522240K), 0.0286467 secs] [Times: user=0.17 sys=0.00, real=0.03 secs] 
2018-03-03T23:58:59.815+0300: 143.319: [GC (Allocation Failure) [PSYoungGen: 172320K->1856K(172544K)] 409717K->240989K(522240K), 0.0329179 secs] [Times: user=0.25 sys=0.00, real=0.03 secs] 
2018-03-03T23:58:59.921+0300: 143.424: [GC (Allocation Failure) [PSYoungGen: 172352K->1824K(172544K)] 411485K->242693K(522240K), 0.0302299 secs] [Times: user=0.09 sys=0.02, real=0.03 secs] 
2018-03-03T23:59:15.034+0300: 158.538: [GC (Allocation Failure) [PSYoungGen: 172320K->1824K(172544K)] 413189K->244429K(522240K), 0.0281696 secs] [Times: user=0.16 sys=0.00, real=0.03 secs] 
2018-03-03T23:59:15.146+0300: 158.650: [GC (Allocation Failure) [PSYoungGen: 172320K->1824K(172544K)] 414925K->246165K(522240K), 0.0291269 secs] [Times: user=0.23 sys=0.00, real=0.03 secs] 
2018-03-03T23:59:15.242+0300: 158.745: [GC (Allocation Failure) [PSYoungGen: 172320K->1216K(172544K)] 416661K->301384K(522240K), 0.0707280 secs] [Times: user=0.53 sys=0.02, real=0.07 secs] 
2018-03-03T23:59:15.388+0300: 158.891: [GC (Allocation Failure) [PSYoungGen: 171712K->1856K(172544K)] 471880K->303240K(522240K), 0.0307795 secs] [Times: user=0.23 sys=0.00, real=0.03 secs] 
2018-03-03T23:59:15.491+0300: 158.994: [GC (Allocation Failure) [PSYoungGen: 172352K->1824K(172544K)] 473736K->304944K(522240K), 0.0315754 secs] [Times: user=0.22 sys=0.00, real=0.03 secs] 
2018-03-03T23:59:15.597+0300: 159.100: [GC (Allocation Failure) [PSYoungGen: 172320K->1888K(172544K)] 475440K->306744K(522240K), 0.0335218 secs] [Times: user=0.22 sys=0.00, real=0.03 secs] 
2018-03-03T23:59:15.708+0300: 159.211: [GC (Allocation Failure) [PSYoungGen: 172384K->1824K(172544K)] 477240K->308400K(522240K), 0.0330372 secs] [Times: user=0.19 sys=0.00, real=0.03 secs] 
2018-03-03T23:59:15.816+0300: 159.319: [GC (Allocation Failure) [PSYoungGen: 172320K->1856K(172544K)] 478896K->310160K(522240K), 0.0321544 secs] [Times: user=0.20 sys=0.00, real=0.03 secs] 
